destrukcjoniści	-2.1	0.53852	[-3, -1, -2, -2, -3, -2, -2, -2, -2, -2]
zniszczenia	-2.3	0.78102	[-3, -2, -2, -2, -1, -3, -4, -2, -2, -2]
destrukcyjny	-3.0	0.63246	[-3, -4, -3, -2, -3, -3, -3, -2, -4, -3]
destrukcyjnie	-2.4	0.91652	[-2, -3, -1, -4, -2, -3, -3, -3, -1, -2]
destrukcyjność	-2.4	0.91652	[-3, -3, -2, -4, -1, -2, -3, -2, -1, -3]
destrukcyjność	-2.2	1.53623	[2, -3, -3, -4, -3, -2, -2, -2, -2, -3]
niszczy	-2.4	0.91652	[-2, -1, -2, -4, -4, -2, -3, -2, -2, -2]
wolnostojący	-0.5	1.20416	[-1, 2, -1, -1, -2, 0, 1, -2, -1, 0]
zatrzymać	-1.8	0.9798	[-3, -1, -2, -2, -4, -2, -1, -1, -1, -1]
zatrzymany	-1.7	0.9	[-1, -1, -1, -1, -1, -2, -2, -2, -2, -4]
pozbawienie wolności	-1.5	0.67082	[-1, -2, -1, -2, -1, -1, -3, -2, -1, -1]
do ustalenia	0.9	0.7	[2, 1, 1, 1, 0, 1, 2, 0, 0, 1]
determinowalność	0.2	1.07703	[0, 0, 0, 1, 0, 1, -1, 2, -2, 1]
zdecydowanie	0.9	0.83066	[2, 0, 1, 1, 0, 1, 2, 2, 0, 0]
determinacja	1.0	1.0	[0, 0, 0, 3, 1, 1, 2, 1, 0, 2]
wyznacznik	0.2	0.6	[0, 1, -1, 0, 1, 1, 0, 0, 0, 0]
zdeterminowany	-0.3	1.41774	[0, 0, 0, -4, 0, -1, 0, 0, 2, 0]
zdeterminowany	0.8	0.87178	[2, 1, 0, 0, 0, 2, 2, 0, 1, 0]
zdecydowanie	1.2	0.6	[1, 2, 0, 1, 1, 1, 2, 1, 2, 1]
determinacja	1.1	0.9434	[1, 1, 1, 0, 0, 2, 3, 1, 0, 2]
determinacja	1.7	0.78102	[2, 3, 1, 1, 1, 2, 1, 1, 2, 3]
ustalenia	0.8	1.16619	[0, 3, 1, 0, 1, 3, 0, 0, 0, 0]
decydujący	1.1	1.04403	[2, 0, 3, 2, 1, 1, 0, 0, 2, 0]
wyznaczniki	0.9	1.3	[2, 0, -2, 1, 2, 2, 2, 0, 0, 2]
wyznacznik	1.1	1.04403	[3, 0, 1, 0, 1, 0, 2, 2, 0, 2]
określony	1.4	1.35647	[-2, 1, 3, 2, 2, 2, 3, 1, 1, 1]
niszczyć	-3.1	0.9434	[-4, -4, -1, -4, -4, -3, -3, -3, -2, -3]
zdewastowany	-3.0	0.89443	[-4, -3, -3, -4, -3, -1, -3, -4, -3, -2]
niszczy	-2.8	0.9798	[-4, -3, -2, -4, -2, -1, -3, -4, -3, -2]
niszczycielski	-3.3	0.9	[-4, -3, -4, -4, -1, -4, -3, -3, -3, -4]
niszczycielsko	-2.4	1.28062	[-3, -4, -3, 0, -3, 0, -2, -3, -3, -3]
dewastacja	-1.8	2.13542	[-1, -1, -3, -3, -4, -3, -4, 2, 2, -3]
zniszczenia	-1.9	1.92094	[-3, -3, -2, -2, 1, -1, 2, -4, -4, -3]
niszczycielski	-3.2	1.16619	[-4, -3, 0, -4, -4, -3, -3, -4, -3, -4]
dewastator	-2.8	0.74833	[-3, -3, -2, -2, -3, -2, -3, -4, -2, -4]
niszczyciele	-2.9	1.22066	[-3, -2, -3, -4, -4, -4, 0, -3, -2, -4]
diabeł	-3.4	0.8	[-4, -3, -4, -4, -4, -4, -2, -3, -2, -4]
diabelski	-1.6	1.0198	[-1, -2, 0, -4, -1, -2, -2, -2, -1, -1]
diabelska ryba	-0.8	1.07703	[-2, -3, -1, 0, 0, 0, 0, -2, 0, 0]
diabelskie ryby	-0.6	1.0198	[-3, 0, -2, 0, 0, 0, 0, -1, 0, 0]
diabelstwo	-2.2	0.87178	[-1, -3, -1, -2, -3, -2, -2, -4, -2, -2]
diabelski	-2.1	1.04403	[-1, -2, -4, -1, -1, -2, -2, -4, -2, -2]
diabelnie	-1.6	0.8	[-2, -2, -3, -1, -2, -2, 0, -2, -1, -1]
diabelstwo	-2.3	0.9	[-4, -1, -4, -2, -2, -2, -2, -2, -2, -2]
diabelski	-2.4	0.91652	[-3, -1, -2, -3, -2, -4, -2, -3, -3, -1]
diabelski	-2.3	1.1	[-3, -1, -2, -3, 0, -4, -2, -3, -2, -3]
diabeł	-1.8	1.249	[-3, -1, -1, -2, -2, -3, -4, -2, 0, 0]
łobuzerstwo	-1.9	0.9434	[-2, -1, -2, -1, -3, -2, -2, -1, -1, -4]
diabły	-1.1	0.7	[-2, -1, -2, -2, -1, 0, 0, -1, -1, -1]
diabelstwa	-1.6	1.35647	[-1, -1, -2, -4, -3, 0, -2, 0, 0, -3]
diabelstwo	-2.8	1.249	[-4, -3, 0, -2, -2, -2, -3, -4, -4, -4]
diabły	-2.7	0.9	[-3, -1, -3, -2, -2, -3, -4, -3, -2, -4]
diabelstwa	-1.5	1.11803	[-1, -2, 1, -2, 0, -2, -2, -3, -2, -2]
diabelstwo	-2.8	1.32665	[-4, -4, -3, -3, -3, -3, 1, -3, -3, -3]
diabelskie drewno	-0.8	1.07703	[0, -1, -2, 0, 0, 0, 0, -3, -2, 0]
diabelskie lasy	-1.0	0.7746	[-2, 0, -2, -1, -1, 0, -1, -2, 0, -1]
poświęcać	1.4	1.28062	[3, 0, 2, -1, 0, 3, 2, 2, 1, 2]
oddany	1.7	1.34536	[2, -1, 3, 2, 1, 0, 1, 3, 3, 3]
z oddaniem	1.6	1.35647	[1, 1, 2, 2, 3, 2, 2, -2, 2, 3]
poświęcenie	2.0	1.0	[0, 3, 2, 1, 3, 2, 2, 3, 1, 3]
wielbiciel	1.6	1.11355	[1, 3, 0, 2, 1, 2, 1, 1, 4, 1]
wielbiciele	0.5	1.0247	[0, 0, 3, 0, 0, 0, 2, 0, 0, 0]
poświęcenie	1.5	1.36015	[2, -1, 3, 2, -1, 1, 2, 3, 2, 2]
oddania	1.1	1.04403	[0, 1, 0, 0, 0, 2, 2, 2, 3, 1]
poświęca	1.6	0.91652	[2, 3, 0, 2, 2, 3, 1, 1, 1, 1]
poświęcając	2.1	0.7	[2, 2, 3, 1, 2, 3, 2, 3, 1, 2]
poświęcenie	2.0	1.0	[2, 0, 1, 2, 4, 3, 2, 2, 2, 2]
nabożny	1.2	1.16619	[0, 1, 0, 2, 2, 1, 0, 0, 3, 3]
oddanie	2.2	0.4	[2, 2, 2, 3, 2, 3, 2, 2, 2, 2]
nabożeństwa	1.2	1.07703	[3, 1, 1, 0, -1, 2, 2, 2, 1, 1]
modlitwy	1.8	0.74833	[2, 3, 1, 2, 1, 3, 1, 2, 1, 2]
diament	1.4	1.42829	[0, 0, 2, 0, 1, 3, 1, 3, 0, 4]
kutas	-2.3	1.18743	[-2, -3, -4, -2, 0, -4, -2, -1, -3, -2]
palant	-3.1	0.53852	[-4, -3, -3, -3, -4, -2, -3, -3, -3, -3]
umierać	-2.9	0.9434	[-4, -3, -1, -2, -4, -3, -3, -3, -2, -4]
zmarł	-2.6	1.28062	[-3, -1, -3, -4, -2, -4, -3, -4, -2, 0]
trudny	-1.5	0.5	[-2, -2, -1, -1, -2, -1, -1, -2, -1, -2]
trudności	-1.2	0.4	[-1, -2, -1, -1, -1, -2, -1, -1, -1, -1]
trudno	-1.7	0.45826	[-1, -2, -1, -2, -2, -1, -2, -2, -2, -2]
trudność	-1.4	0.66332	[-2, -2, -2, -2, 0, -1, -1, -2, -1, -1]
niepewny	-1.0	0.44721	[-1, -1, -1, -1, -1, 0, -2, -1, -1, -1]
godny	2.2	0.6	[1, 2, 2, 2, 3, 3, 3, 2, 2, 2]
dostojny	2.0	0.7746	[1, 3, 2, 2, 3, 3, 2, 2, 1, 1]
uczcić	1.8	0.74833	[1, 2, 2, 1, 3, 3, 1, 2, 2, 1]
dostojny	2.1	1.04403	[1, 1, 1, 3, 1, 4, 2, 3, 2, 3]
dostojnicy	0.6	0.91652	[0, 0, 1, 0, 0, 0, 3, 0, 1, 1]
dostojnik	1.9	1.3	[0, 3, 4, 2, 3, 1, 1, 3, 0, 2]
godności	1.4	0.66332	[1, 2, 1, 1, 3, 2, 1, 1, 1, 1]
godność	1.7	0.9	[0, 3, 2, 1, 2, 1, 2, 3, 1, 2]
dylemat	-0.7	1.48661	[2, -1, -2, -2, -1, -1, 2, 0, -2, -2]
dupek	-2.1	0.7	[-1, -2, -2, -3, -2, -3, -3, -2, -2, -1]
straszny	-2.0	1.26491	[-2, -3, -3, -2, -3, -1, -1, 1, -3, -3]
straszne	-3.1	0.83066	[-3, -3, -3, -3, -4, -1, -4, -3, -4, -3]
brud	-1.4	0.91652	[-1, -1, -1, 0, -3, -1, -1, -2, -3, -1]
brudniejszy	-1.4	0.4899	[-2, -1, -1, -2, -1, -2, -1, -1, -2, -1]
najbrudniejszy	-2.4	1.0198	[-4, -3, -2, -1, -2, -3, -1, -2, -4, -2]
brudny	-1.9	0.83066	[-2, -1, -1, -1, -2, -2, -1, -3, -3, -3]
wyłączenie	-2.1	0.53852	[-2, -1, -3, -3, -2, -2, -2, -2, -2, -2]
niekorzyść	-1.8	0.4	[-2, -2, -1, -2, -2, -1, -2, -2, -2, -2]
w niekorzystnej sytuacji	-1.7	0.64031	[-2, -2, -3, -1, -2, -2, -2, -1, -1, -1]
niekorzystny	-1.8	0.74833	[-1, -2, -2, -1, -3, -1, -1, -2, -3, -2]
niekorzystnie	-2.1	0.83066	[-2, -4, -1, -2, -1, -2, -2, -2, -3, -2]
niekorzyść	-1.6	0.66332	[-1, -1, -3, -2, -1, -1, -2, -1, -2, -2]
niedogodności	-1.7	0.64031	[-2, -2, -3, -1, -2, -2, -2, -1, -1, -1]
nie zgadzać się	-1.6	0.4899	[-1, -2, -1, -1, -2, -2, -2, -2, -1, -2]
nieprzyjemny	-1.7	0.64031	[-1, -2, -1, -1, -1, -2, -2, -2, -3, -2]
nieprzyjemność	-1.7	0.64031	[-1, -1, -2, -2, -1, -2, -3, -1, -2, -2]
nieprzyjemności	-1.9	0.9434	[-2, 0, -3, -1, -2, -3, -2, -1, -3, -2]
nieprzyjemnie	-1.5	0.67082	[-3, -2, -1, -1, -1, -2, -1, -2, -1, -1]
nie zgodził się	-1.3	0.64031	[-1, -2, -1, -1, -2, 0, -1, -2, -1, -2]
nie zgadzając się	-1.4	0.8	[-1, 0, -1, -2, -2, -1, -3, -1, -1, -2]
niezgoda	-1.5	0.67082	[-2, -1, -1, -1, -1, -1, -1, -3, -2, -2]
nieporozumienia	-1.8	0.6	[-2, -3, -1, -2, -2, -1, -2, -2, -1, -2]
nie zgadza się	-1.3	0.45826	[-1, -2, -1, -1, -1, -1, -1, -2, -1, -2]
zniknąć	-0.9	0.7	[-2, -1, 0, 0, -2, -1, -1, -1, 0, -1]
zniknął	-0.9	0.7	[-2, 0, -1, -1, 0, 0, -2, -1, -1, -1]
znika	-1.4	0.8	[-2, -2, 0, 0, -2, -1, -2, -1, -2, -2]
zawieść	-1.7	0.64031	[-1, -1, -1, -3, -2, -2, -2, -1, -2, -2]
zawiedziony	-2.1	0.83066	[-1, -3, -2, -2, -3, -1, -1, -2, -3, -3]
rozczarowany	-1.7	0.78102	[-3, -1, -3, -1, -2, -1, -1, -2, -2, -1]
niezadowalający	-2.2	0.6	[-1, -2, -2, -3, -3, -2, -2, -2, -3, -2]
rozczarowująco	-1.9	0.7	[-2, -1, -1, -3, -2, -3, -2, -2, -1, -2]
rozczarowanie	-2.3	1.00499	[-3, -1, -4, -1, -3, -1, -3, -2, -2, -3]
rozczarowania	-2.0	1.09545	[-1, -2, -4, -3, -2, -2, -3, 0, -2, -1]
rozczarowuje	-1.6	0.4899	[-2, -1, -1, -1, -2, -1, -2, -2, -2, -2]
katastrofa	-3.1	0.83066	[-2, -4, -4, -3, -3, -2, -4, -3, -2, -4]
katastrofy	-2.6	0.8	[-2, -2, -3, -1, -3, -3, -2, -4, -3, -3]
fatalny	-2.9	0.53852	[-2, -2, -3, -3, -3, -3, -4, -3, -3, -3]
nie dowierzać komuś	-1.2	0.87178	[-1, -2, -1, -2, -1, 0, 0, -1, -3, -1]
wyrzucać	-1.0	0.44721	[-1, -1, -1, -1, 0, -1, -1, -1, -2, -1]
odrzucona	-1.4	0.91652	[-1, -1, -1, -1, 0, -1, -2, -3, -3, -1]
odrzucanie	-0.7	0.45826	[-1, 0, -1, -1, -1, 0, -1, 0, -1, -1]
odrzuty	-1.0	0.63246	[0, -1, -1, -1, -2, 0, -2, -1, -1, -1]
dyskomfort	-1.8	0.6	[-2, -2, -2, -1, -1, -3, -2, -2, -1, -2]
niewygodne	-1.6	0.8	[-1, -1, -1, -2, -3, -1, -2, -1, -3, -1]
zakłopotany	-1.6	0.8	[-1, -1, -1, -2, -3, -3, -1, -1, -1, -2]
niewygodne	-1.6	1.11355	[-1, -2, -1, -1, -2, 1, -3, -2, -3, -2]
dyskomfort	-1.3	0.9	[-2, -1, -2, -1, -1, -2, -2, -1, 1, -2]
niepocieszony	-2.3	0.78102	[-1, -2, -2, -3, -2, -2, -2, -4, -3, -2]
rozczarowanie	-1.7	0.45826	[-2, -2, -1, -2, -1, -1, -2, -2, -2, -2]
niezadowolony	-1.8	0.9798	[-1, -3, -1, -2, -4, -2, -1, -2, -1, -1]
niezgoda	-1.7	0.64031	[-3, -2, -2, -2, -2, -1, -1, -1, -1, -2]
przeceniony	0.2	1.249	[-1, 0, 3, -1, 0, 1, 1, 1, -1, -1]
zniechęcać	-1.8	0.6	[-2, -2, -1, -2, -1, -1, -2, -2, -3, -2]
zniechęcać	-1.2	0.9798	[-1, -2, -1, 1, -1, -1, -1, -2, -3, -1]
zniechęcony	-1.7	0.45826	[-2, -1, -2, -2, -2, -2, -1, -1, -2, -2]
zniechęcenie	-2.0	0.89443	[-4, -1, -2, -2, -1, -1, -3, -2, -2, -2]
zniechęcenia	-1.8	0.6	[-2, -2, -2, -1, -1, -3, -2, -1, -2, -2]
zniechęcający	-1.7	0.78102	[-2, -1, -3, -2, -1, -3, -1, -2, -1, -1]
zniechęcające	-1.9	0.53852	[-2, -2, -2, -2, -1, -1, -3, -2, -2, -2]
zniechęca	-1.9	0.53852	[-2, -1, -2, -2, -2, -2, -1, -3, -2, -2]
zniechęcający	-1.9	0.7	[-2, -2, -2, -3, -1, -1, -2, -1, -2, -3]
zniechęcająco	-1.8	0.87178	[-2, -1, -3, -1, -1, -3, -2, -1, -3, -1]
zdyskredytowany	-1.9	0.53852	[-2, -2, -2, -2, -1, -3, -1, -2, -2, -2]
pogarda	-2.1	0.3	[-3, -2, -2, -2, -2, -2, -2, -2, -2, -2]
hańba	-2.2	0.74833	[-2, -4, -1, -2, -2, -2, -2, -3, -2, -2]
zhańbiony	-2.0	0.44721	[-3, -2, -2, -2, -1, -2, -2, -2, -2, -2]
przebranie	-1.0	1.09545	[-2, -1, 0, 0, 0, 0, -3, -2, -2, 0]
przebrany	-1.1	1.04403	[-3, 0, 0, -1, -1, 0, -3, -1, -1, -1]
przebrania	-1.0	0.63246	[-2, 0, 0, -1, -1, -1, -2, -1, -1, -1]
przebieranie się	-1.3	0.78102	[0, -2, -1, -1, -1, -2, -1, -1, -3, -1]
niesmak	-2.9	0.7	[-3, -3, -4, -2, -3, -3, -4, -2, -3, -2]
oburzony	-2.4	0.91652	[-4, -3, -3, -1, -3, -1, -2, -2, -2, -3]
z odrazą	-3.0	0.89443	[-2, -3, -4, -4, -2, -4, -4, -2, -3, -2]
obrzydliwe	-2.6	0.4899	[-3, -3, -2, -2, -2, -2, -3, -3, -3, -3]
obrzydliwe	-2.4	1.11355	[-3, -2, -3, -4, -1, -3, -1, -4, -1, -2]
wstrętnie	-2.9	0.7	[-3, -3, -4, -3, -3, -2, -2, -4, -2, -3]
obrzydza	-2.1	0.53852	[-2, -2, -3, -2, -2, -2, -2, -3, -1, -2]
zniechęcać	-2.0	0.63246	[-3, -1, -2, -3, -2, -2, -1, -2, -2, -2]
zniechęcony	-2.2	0.74833	[-2, -2, -2, -1, -2, -2, -4, -3, -2, -2]
przygnębiające	-1.8	1.32665	[-2, -2, -2, -3, -2, 2, -2, -2, -3, -2]
zniechęcająco	-2.0	0.63246	[-2, -3, -2, -1, -2, -2, -2, -3, -2, -1]
zniechęcenie	-2.3	0.45826	[-3, -2, -3, -2, -2, -2, -2, -3, -2, -2]
zniechęcenie	-2.2	0.87178	[-2, -3, -3, -3, -3, -1, -1, -1, -2, -3]
zniechęca	-2.2	0.4	[-3, -2, -2, -2, -3, -2, -2, -2, -2, -2]
nieuczciwy	-2.7	0.9	[-3, -2, -1, -4, -3, -2, -4, -3, -3, -2]
rozczarować	-1.0	1.18322	[-2, 0, -2, -1, -2, 1, -2, -1, 1, -2]
rozczarowany	-1.9	0.7	[-2, -2, -3, -2, -3, -1, -1, -1, -2, -2]
rozczarowujące	-1.3	1.00499	[-2, -2, 1, -2, 0, -2, -2, -1, -1, -2]
rozczarowanie	-1.7	0.78102	[-1, -3, -2, -3, -1, -2, -2, -1, -1, -1]
rozczarowania	-1.5	1.0247	[-2, 1, -3, -2, -1, -1, -2, -1, -2, -2]
rozczarowania	-1.6	0.4899	[-2, -2, -2, -1, -1, -1, -2, -2, -1, -2]
niechętny	-1.1	0.53852	[0, -1, -1, -1, -1, -1, -1, -2, -2, -1]
chaotyczny	-1.3	0.45826	[-1, -1, -2, -1, -1, -2, -1, -2, -1, -1]
nie lubić	-1.6	0.4899	[-2, -1, -1, -2, -2, -1, -2, -1, -2, -2]
nie lubiany	-1.7	0.64031	[-2, -3, -2, -1, -1, -1, -2, -2, -1, -2]
nie lubi	-1.7	0.78102	[-2, -2, -1, -1, -2, -1, -3, -3, -1, -1]
nie lubić	-1.3	0.45826	[-1, -1, -2, -2, -2, -1, -1, -1, -1, -1]
ponury	-3.0	1.0	[-2, -1, -4, -4, -3, -2, -3, -4, -4, -3]
przerażenie	-1.8	0.87178	[-3, -1, -1, -3, -1, -1, -3, -1, -2, -2]
przerażony	-1.9	0.9434	[-1, -2, -1, -3, -4, -1, -2, -2, -1, -2]
przerażające	-2.2	0.9798	[-2, -3, -2, -3, -3, 0, -2, -1, -3, -3]
przerażająco	-1.9	0.83066	[-2, -3, -2, -3, -2, -1, -2, -2, 0, -2]
przerażenie	-1.8	1.07703	[-1, -1, -4, -3, -2, -1, -2, 0, -2, -2]
nieład	-1.7	0.64031	[-2, -1, -1, -2, -2, -1, -3, -1, -2, -2]
zdezorganizowany	-1.2	0.4	[-1, -1, -1, -1, -1, -2, -1, -2, -1, -1]
zdezorientowany	-1.5	0.67082	[-2, -2, -1, 0, -1, -2, -2, -1, -2, -2]
deprecjonować	-2.0	0.44721	[-2, -2, -2, -1, -2, -2, -2, -3, -2, -2]
zdyskredytowany	-1.4	0.8	[-1, -2, -2, -3, -1, -1, -1, -2, 0, -1]
dyskredytuje	-1.6	0.8	[-1, -2, -3, -2, -1, -1, -2, -2, 0, -2]
ubliżający	-2.2	0.6	[-3, -1, -2, -2, -2, -3, -3, -2, -2, -2]
niezadowolony	-1.9	0.7	[-3, -2, -1, -1, -3, -2, -2, -1, -2, -2]
spór	-1.7	0.78102	[-1, -3, -1, -1, -2, -1, -2, -2, -3, -1]
sporne	-1.4	0.66332	[-2, -2, -2, -2, 0, -1, -1, -1, -1, -2]
sprzeczanie się	-1.1	1.64012	[-2, -2, -2, 2, -3, -1, -2, 2, -1, -2]
kwestionować	-1.7	0.64031	[-2, -2, -2, -2, -1, -1, -3, -1, -1, -2]
zdyskwalifikowany	-1.8	0.6	[-1, -2, -1, -2, -1, -2, -2, -3, -2, -2]
niepokój	-1.3	0.9	[-1, -2, -2, -1, -1, -1, 1, -2, -2, -2]
lekceważenie	-1.1	0.53852	[-1, -1, -2, -1, -1, -2, -1, -1, 0, -1]
pominięte	-1.6	0.4899	[-1, -1, -2, -2, -2, -2, -1, -2, -1, -2]
lekceważąc	-0.9	0.53852	[-1, 0, -1, 0, -2, -1, -1, -1, -1, -1]
lekceważy	-1.4	0.4899	[-1, -1, -2, -1, -2, -2, -2, -1, -1, -1]
brak szacunku	-1.8	0.6	[-2, -2, -2, -1, -2, -2, -1, -3, -1, -2]
lekceważony	-2.0	0.63246	[-2, -2, -2, -2, -2, -3, -3, -1, -1, -2]
zakłócenie	-1.5	0.67082	[-1, -1, -1, -2, -1, -3, -2, -2, -1, -1]
zakłócenia	-1.4	0.4899	[-1, -2, -1, -1, -1, -2, -2, -2, -1, -1]
niszczący	-1.3	1.00499	[-4, 0, -1, -1, -1, -1, -1, -1, -2, -1]
niezadowolenie	-2.2	0.74833	[-4, -2, -2, -2, -1, -3, -2, -2, -2, -2]
niezadowolenie	-1.9	0.83066	[-1, -3, -3, -1, -2, -1, -2, -2, -1, -3]
niezadowalający	-2.0	0.63246	[-2, -2, -3, -1, -2, -3, -2, -2, -1, -2]
niezadowolony	-1.6	0.66332	[-2, -3, -1, -2, -1, -1, -2, -2, -1, -1]
niezadowalający	-1.8	0.74833	[-3, -3, -1, -1, -2, -1, -2, -2, -2, -1]
wywołać niezadowolenie	-2.2	0.6	[-2, -3, -2, -2, -2, -2, -3, -3, -1, -2]
niezadowalający	-2.4	0.91652	[-3, -1, -4, -3, -2, -1, -2, -2, -3, -3]
zniekształcać	-1.3	0.45826	[-2, -1, -1, -1, -2, -1, -1, -1, -1, -2]
zniekształcony	-1.7	0.78102	[-3, -1, -3, -1, -2, -1, -2, -2, -1, -1]
zniekształcenie	-1.1	0.53852	[0, -1, -1, -1, -2, -1, -1, -1, -2, -1]
zniekształca	-1.4	0.4899	[-2, -1, -1, -1, -2, -2, -2, -1, -1, -1]
rozpraszać	-1.2	0.6	[-1, -1, 0, -2, -1, -1, -1, -2, -1, -2]
rozpraszający	-1.3	1.00499	[-2, 0, 1, -2, -2, -1, -1, -2, -2, -2]
rozproszony	-1.4	0.66332	[-1, -3, -1, -2, -2, -1, -1, -1, -1, -1]
z roztargnieniem	-0.9	0.7	[-1, -1, 0, -2, -1, 0, -1, 0, -1, -2]
rozproszenie uwagi	-1.3	1.1	[-1, -1, -3, -1, 0, -3, -2, 0, -2, 0]
rozproszony	-1.5	0.92195	[-1, -2, -1, -1, -4, -1, -1, -1, -2, -1]
rozpraszać	-1.2	0.4	[-2, -1, -1, -1, -1, -1, -2, -1, -1, -1]
rozpraszająco	-1.4	1.0198	[-4, 0, -1, -1, -1, -2, -1, -1, -2, -1]
roztargnienie	-1.6	0.66332	[-1, -2, -2, -1, -1, -3, -1, -1, -2, -2]
rozproszenie uwagi	-1.0	0.0	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
rozpraszające	-1.6	0.4899	[-2, -2, -1, -1, -1, -1, -2, -2, -2, -2]
rozprasza	-1.3	0.45826	[-1, -1, -2, -1, -1, -2, -1, -2, -1, -1]
oszalały	-2.6	0.8	[-2, -3, -2, -3, -4, -2, -3, -3, -1, -3]
rozpacz	-2.4	0.8	[-1, -2, -2, -3, -3, -4, -3, -2, -2, -2]
zakłopotany	-1.8	0.6	[-2, -2, -2, -3, -2, -2, -1, -1, -2, -1]
zmartwienia	-1.6	0.66332	[-2, -1, -1, -2, -2, -2, -1, -1, -3, -1]
rozpaczliwy	-2.2	0.6	[-1, -3, -3, -2, -2, -3, -2, -2, -2, -2]
boleśnie	-1.7	1.1	[-1, -3, -2, 1, -3, -1, -2, -2, -2, -2]
niepokój	-2.4	0.66332	[-2, -3, -2, -3, -3, -3, -2, -1, -3, -2]
niepokojący	-1.7	1.18743	[-3, -3, -1, -1, -2, -2, -3, -2, 1, -1]
niepokojąco	-2.2	0.74833	[-3, -1, -2, -3, -3, -3, -2, -2, -2, -1]
nieufność	-1.8	0.87178	[-1, -2, -2, -2, -1, -1, -2, -4, -1, -2]
nieufny	-2.4	0.66332	[-1, -3, -3, -3, -2, -2, -3, -2, -2, -3]
nieufny	-2.1	0.83066	[-1, -3, -2, -2, -3, -1, -1, -3, -2, -3]
nieufnie	-1.8	0.6	[-2, -1, -1, -2, -1, -2, -3, -2, -2, -2]
nieufność	-1.6	0.66332	[-2, -1, -2, -1, -2, -1, -1, -3, -1, -2]
nieufny	-2.1	0.83066	[-1, -2, -2, -2, -3, -3, -1, -3, -1, -3]
nieufność	-1.3	0.45826	[-1, -1, -2, -1, -2, -1, -2, -1, -1, -1]
przeszkadzać	-1.7	0.45826	[-2, -1, -1, -2, -2, -2, -1, -2, -2, -2]
niepokojenie	-1.6	0.8	[-1, -2, -1, -2, -2, -3, -1, -2, 0, -2]
zakłócenia	-1.4	0.66332	[-1, -1, -1, -2, -1, -1, -1, -1, -3, -2]
zaniepokojony	-1.6	0.4899	[-2, -2, -1, -1, -2, -2, -1, -2, -1, -2]
przeszkoda	-1.4	0.4899	[-2, -1, -1, -2, -2, -1, -1, -2, -1, -1]
przeszkadzacze	-2.1	0.53852	[-2, -2, -2, -2, -2, -3, -3, -2, -1, -2]
niepokojący	-2.3	0.45826	[-2, -2, -3, -3, -2, -2, -3, -2, -2, -2]
niepokojąco	-2.3	0.78102	[-2, -2, -1, -3, -4, -3, -2, -2, -2, -2]
przeszkadza	-1.9	0.53852	[-2, -2, -1, -2, -3, -2, -1, -2, -2, -2]
roztrząsanie	-0.5	0.92195	[0, 0, 0, 0, 1, -1, -2, -2, -1, 0]
wróżbiarstwo	1.7	1.1	[2, 3, 0, 1, 2, 1, 3, 3, 2, 0]
wróżby	1.1	1.04403	[1, 0, 1, 2, 2, 0, 3, 2, 0, 0]
wróżbiarstwo	1.6	1.42829	[4, 1, 0, 0, 1, 3, 3, 0, 1, 3]
boski	2.6	0.8	[3, 3, 3, 2, 1, 2, 3, 4, 2, 3]
odgadnąć	0.8	1.16619	[1, 0, 3, 0, 0, 1, 0, 3, 0, 0]
bosko	2.9	0.7	[3, 2, 3, 3, 2, 4, 3, 2, 4, 3]
wróżbita	0.3	0.9	[0, 0, 3, 0, 0, 0, 0, 0, 0, 0]
wróżbici	1.2	1.16619	[0, 1, 0, 2, 2, 0, 3, 1, 3, 0]
duchowni	0.8	1.249	[0, 0, 3, 0, 0, 0, 3, 2, 0, 0]
najboski	2.7	0.78102	[3, 4, 2, 4, 2, 2, 2, 3, 2, 3]
nurkowanie	0.3	0.45826	[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]
wróżenie	0.9	1.37477	[0, -1, 2, 0, 1, 0, 2, 4, 1, 0]
przebóstwić	0.5	1.36015	[0, 2, 0, 0, 0, 0, 0, -2, 2, 3]
bóstwa	1.8	1.46969	[1, 3, 3, 4, 0, 0, 1, 0, 3, 3]
boskość	2.7	1.00499	[4, 4, 2, 3, 3, 1, 2, 4, 2, 2]
przebóstwić	2.3	1.00499	[4, 2, 2, 3, 4, 1, 1, 2, 2, 2]
oszołomiony	-0.9	0.3	[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1]
uniki	-0.4	0.8	[-1, -1, 0, 1, 0, -1, 0, 0, -2, 0]
sprytny	-0.9	0.9434	[-1, -1, -1, -3, -1, 1, -1, -1, -1, 0]
smętny	-2.2	0.6	[-2, -2, -2, -3, -3, -3, -2, -2, -1, -2]
przewaga	0.8	0.87178	[2, 0, 0, 2, 1, 0, 0, 1, 2, 0]
dominacje	-0.1	0.9434	[-1, 0, 1, 1, 0, -1, 0, 1, 0, -2]
dominująco	0.2	1.16619	[-2, 0, 0, -1, 2, 1, 2, 0, 0, 0]
dominanty	0.2	1.16619	[0, 2, -1, 0, -1, -1, -1, 1, 1, 2]
zdominować	-0.5	0.92195	[0, -1, 1, -1, 1, -1, -2, 0, -1, -1]
dominuje	0.2	1.249	[1, 0, -2, -1, 1, -1, 2, 0, 0, 2]
